Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization
TRUE,mp-1245006,Ti,Triclinic,P1,1,100,0.141383983866665,0.141383983866667,FALSE,1744.3182239748100,4.556796025430400,0.0,FALSE,TRUE,NM,0.0038697999999990000
TRUE,mp-1245041,Si,Triclinic,P1,1,100,0.310314400899999,0.310314400899999,FALSE,1918.192245426190,2.431303226576870,0.035599999999999,TRUE,FALSE,NM,0.0
TRUE,mp-1245067,Al,Triclinic,P1,1,100,0.1143086865,0.11430868649999900,FALSE,1791.9988140970800,2.500219228373250,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1245093,Zn,Triclinic,P1,1,100,0.055068915200001000,0.055068915200000000,FALSE,1614.9202840891100,6.725669426370670,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1245108,Fe,Triclinic,P1,1,100,0.2794554973,0.279455497300001,FALSE,1164.1687065719700,7.965581247011820,0.0,FALSE,TRUE,FiM,205.3566831
TRUE,mp-1245129,Al,Triclinic,P1,1,100,0.0947504108,0.094750410799999,FALSE,1756.6112751564500,2.550587005556230,0.0,FALSE,TRUE,NM,4E-07
TRUE,mp-1245152,Al,Triclinic,P1,1,100,0.1020815508,0.102081550799999,FALSE,1756.5750181076800,2.550639651618310,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1245164,Ti,Triclinic,P1,1,100,0.138331885266666,0.138331885266666,FALSE,1751.2770859316700,4.538689173715560,0.00019999999999900000,FALSE,FALSE,NM,0.0006441999999990000
TRUE,mp-1245170,Ti,Triclinic,P1,1,100,0.169614288666666,0.169614288666666,FALSE,1758.642328592390,4.519681018059060,0.0,FALSE,TRUE,NM,0.0044246
TRUE,mp-1245184,Zn,Triclinic,P1,1,100,0.0488518927,0.0488518927,FALSE,1602.1487816925200,6.7792829884687000,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1245190,C,Triclinic,P1,1,100,1.014946403600000,1.014946403600000,FALSE,1118.180173562330,1.7836335358794400,0.0,FALSE,TRUE,FM,4.1176063
TRUE,mp-1245242,Si,Triclinic,P1,1,100,0.31691021610000000,0.31691021609999800,FALSE,1915.2205726555200,2.435075657647640,0.0,FALSE,TRUE,NM,1E-07
TRUE,mp-1245266,Zn,Triclinic,P1,1,100,0.052315974800000000,0.052315974800000000,FALSE,1623.3545311604500,6.690725760909230,0.0,FALSE,TRUE,NM,2E-07
TRUE,mp-1245307,Al,Triclinic,P1,1,100,0.1075495411,0.10754954109999900,FALSE,1766.7561326742600,2.535941327366900,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1245320,Ti,Triclinic,P1,1,100,0.155102003566666,0.155102003566667,FALSE,1754.0009091121900,4.531640952294290,0.0,FALSE,TRUE,NM,0.0153928
TRUE,mp-1403870,Si,Triclinic,P1,1,8,1.250752010000000,1.250752010000000,FALSE,174.1076902939460,2.142906835476680,0.0,FALSE,TRUE,NM,6E-07
TRUE,mp-632401,B,Triclinic,P1,1,12,0.29153570833333300,0.29153570833333300,FALSE,94.79220891717330,2.272602955970610,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-640416,Rb,Triclinic,P1,1,8,0.05672780374999900,0.05672780374999900,FALSE,756.9258424297440,1.499989699184080,0.0,FALSE,TRUE,NM,0.0140471
TRUE,mp-644693,Si,Triclinic,P1,1,8,0.41511927999999900,0.41511927999999900,FALSE,174.10767849877500,2.142906980650940,0.0,FALSE,TRUE,NM,0.0010976
TRUE,mp-656615,Rb,Triclinic,P1,1,8,0.022942533749999,0.022942533749999,FALSE,719.9109333297400,1.577113104032840,0.0,FALSE,TRUE,NM,0.0006242
TRUE,mp-676011,Si,Triclinic,P1,1,8,0.44703532249999900,0.44703532249999900,FALSE,159.13142937906500,2.344581212497040,0.0,FALSE,TRUE,NM,0.000112899999999
TRUE,mp-988210,Si,Triclinic,P1,1,8,1.9596229937500000,1.9596229937500000,FALSE,174.1076902939460,2.142906835476680,0.0,FALSE,TRUE,NM,0.0020746
FALSE,mp-1056079,Cu,Monoclinic,P2/m,10,1,1.982934490000000,1.982934490000000,FALSE,563.0816222753280,0.187398436304439,0.0,FALSE,TRUE,FM,0.11089979999999900
FALSE,mp-1056831,O2,Monoclinic,P2/m,10,1,1.311098235000000,1.311098235000000,FALSE,21.65067829102820,1.227103760216570,0.0,FALSE,TRUE,NM,0.001453399999999
FALSE,mp-1178801,W,Monoclinic,P2/m,10,20,1.198139206500000,1.198139206500000,FALSE,350.4707835877890,17.420767510412200,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1182029,C,Monoclinic,P2/m,10,8,1.002409142500000,1.002409142500000,FALSE,115.84184934146700,1.377342415066110,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-1191581,W,Monoclinic,P2/m,10,25,1.1811169156,1.181116915600000,FALSE,452.1510274837570,16.878956556983100,0.0,FALSE,TRUE,NM,0.0003679
FALSE,mp-43,U,Tetragonal,P4_2nm,102,30,0.089671224666673,0.08967122466668400,FALSE,576.770100041064,20.55877917425370,0.0,FALSE,TRUE,NM,0.000103399999999
FALSE,mp-1067758,Bi,Monoclinic,P2_1/m,11,4,0.08585941499999400,0.08585941499999400,FALSE,140.26823971980200,9.895899999797470,0.0,FALSE,TRUE,NM,0.0001712
TRUE,mp-1179605,Sb,Monoclinic,P2_1/m,11,2,0.050482344999998000,0.050482344999998000,FALSE,59.808114290190900,6.761197511367670,0.0,FALSE,TRUE,NM,0.000295499999999
FALSE,mp-1182070,Bi,Monoclinic,P2_1/m,11,4,0.058095357499993000,0.058095357499993000,FALSE,141.83413575334300,9.786645972368200,0.0,FALSE,TRUE,NM,6.8E-06
TRUE,mp-2647017,C,Monoclinic,P2_1/m,11,20,0.177572003999999,0.177572003999999,FALSE,238.52255326536200,1.67231452910234,0.244099999999999,TRUE,FALSE,NM,0.0
FALSE,mp-567379,Bi,Monoclinic,P2_1/m,11,4,0.062386567499999000,0.062386567499999000,FALSE,140.0493228830800,9.9113686866849,0.0,FALSE,TRUE,NM,2.49E-05
FALSE,mp-567409,Sb,Monoclinic,P2_1/m,11,4,0.12089456250000100,0.12089456250000100,FALSE,127.39779174731600,6.348217939294900,0.0,FALSE,TRUE,NM,0.0008246999999990000
FALSE,mp-613989,Pu,Monoclinic,P2_1/m,11,16,0.008192166249997000,0.008192166249997000,FALSE,267.0152153556450,24.27855846106700,0.0,FALSE,TRUE,FiM,1.8570459
TRUE,mp-632286,Sb,Monoclinic,P2_1/m,11,2,0.05888531,0.05888531,FALSE,60.56536266637660,6.676662298316000,0.0,FALSE,TRUE,NM,0.0003521
FALSE,mp-42,Ta,Tetragonal,P-42_1m,113,30,7.66966666532198E-06,7.66966666105873E-06,FALSE,554.6545628565600,16.251792226010400,0.0,FALSE,TRUE,NM,1E-07
TRUE,mp-1009490,O2,Monoclinic,C2/m,12,2,0.0017175900000000000,0.0017175900000000000,FALSE,37.02156088071,1.4352516809199700,1.426,FALSE,FALSE,FM,1.999999800000000
FALSE,mp-1059528,Pr,Monoclinic,C2/m,12,2,0.009701464999999,0.009701464999999,FALSE,72.07220597170300,6.493006685536050,0.0,FALSE,TRUE,NM,4E-07
TRUE,mp-1079297,Si,Monoclinic,C2/m,12,8,0.08220610625000000,0.08220610625000000,FALSE,167.23079840226300,2.231027796342240,0.2735,FALSE,FALSE,NM,0.0
TRUE,mp-1080826,C,Monoclinic,C2/m,12,8,0.300915499999998,0.300915499999998,FALSE,46.956268326840600,3.397925308440630,3.4876,FALSE,FALSE,NM,0.0
FALSE,mp-1096915,Cs,Monoclinic,C2/m,12,1,0.042207972068965000,0.042207972068965000,FALSE,115.61619281972700,1.908856274035880,0.0,FALSE,TRUE,NM,7.34E-05
TRUE,mp-1104341,Nb,Monoclinic,C2/m,12,7,0.023213351428573,0.023213351428572,FALSE,126.49397324848900,8.537345194804300,0.0,FALSE,TRUE,NM,0.0433282
TRUE,mp-1179990,P,Monoclinic,C2/m,12,2,0.8763179616666660,0.8763179616666660,FALSE,350.91536976893600,0.29313701405804500,3.0938,FALSE,FALSE,NM,0.0005369
TRUE,mp-1180307,Mo,Monoclinic,C2/m,12,16,0.39894528437499900,0.39894528437499900,FALSE,264.9691403612460,9.61996512242326,0.0,FALSE,TRUE,NM,7.06E-05
TRUE,mp-1182248,Bi,Monoclinic,C2/m,12,2,1.077316884999990,1.077316884999990,FALSE,753.5427341232090,0.921036333148305,1.5046,FALSE,FALSE,NM,0.0
TRUE,mp-1182425,B,Monoclinic,C2/m,12,12,0.482333581666666,0.482333581666666,FALSE,121.21800062347900,1.777170495142000,0.0,FALSE,TRUE,NM,0.0003072
TRUE,mp-1238808,Au,Monoclinic,C2/m,12,2,0.11838149999999800,0.11838149999999800,FALSE,39.097581250691800,16.730993180447800,0.0,FALSE,TRUE,NM,0.0001991
FALSE,mp-12883,P,Monoclinic,C2/m,12,8,0.15457059702380900,0.15457059702380900,FALSE,231.3047215288380,1.778887746021490,3.5354,FALSE,FALSE,NM,0.0
FALSE,mp-12957,O2,Monoclinic,C2/m,12,8,0.0,0.0,TRUE,107.6438082346080,1.974484491240320,1.0933,FALSE,FALSE,NM,8.6E-06
FALSE,mp-23157,Bi,Monoclinic,C2/m,12,2,0.050300225000000000,0.050300225000000000,FALSE,68.05165021785980,10.198727503087700,0.0,FALSE,TRUE,NM,0.0003114
FALSE,mp-542606,Pu,Monoclinic,C2/m,12,17,0.7908879723529330,0.7908879723529340,FALSE,378.73588436104100,18.186594755543900,0.0,FALSE,TRUE,FiM,29.4777296
TRUE,mp-561367,F2,Monoclinic,C2/m,12,4,0.0006206725,0.0006206725,FALSE,54.10010077431030,2.332534709924160,2.3942,TRUE,FALSE,NM,0.0
FALSE,mp-567332,Ce,Monoclinic,C2/m,12,2,0.0038607150000010000,0.0038607150000010000,FALSE,50.80323465993320,9.15957786598274,0.0,FALSE,TRUE,NM,1.4E-06
FALSE,mp-569360,Hg,Monoclinic,C2/m,12,3,0.006275719166666,0.006275719166666,FALSE,82.94783134025680,12.046880285620100,0.09670000000000000,FALSE,FALSE,NM,0.0
FALSE,mp-570459,Te,Monoclinic,C2/m,12,3,0.07254629999999900,0.07254629999999900,FALSE,98.08863185941230,6.480408000853200,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-611836,O2,Monoclinic,C2/m,12,2,,,FALSE,34.575622594221900,1.536783823328750,1.314300000000000,FALSE,FALSE,FM,2.0000002
TRUE,mp-632329,C,Monoclinic,C2/m,12,2,0.0141120575,0.0141120575,FALSE,19.66763956116840,2.028127117662890,0.0,FALSE,TRUE,NM,7.9E-06
FALSE,mp-1096992,Hg,Tetragonal,I-42d,122,4,0.028226317499999,0.028226317499999,FALSE,139.33274467421300,9.562361874033740,0.0,FALSE,TRUE,NM,0.0001239
FALSE,mp-1056027,K,Tetragonal,P4/mmm,123,1,0.496229587,0.496229587,FALSE,439.3724822271240,0.147765864303913,0.0,FALSE,TRUE,NM,7E-07
FALSE,mp-1056059,O2,Tetragonal,P4/mmm,123,1,1.557554775000000,1.557554775000000,FALSE,9.625427191375110,2.760150610870140,0.0,FALSE,TRUE,NM,1E-07
TRUE,mp-1065697,O2,Tetragonal,P4/mmm,123,1,,,FALSE,8.547012282033570,3.108411204463470,0.0,FALSE,TRUE,NM,0.0024843
FALSE,mp-1096977,H2,Tetragonal,P4/mmm,123,1,0.40012652125000000,0.40012652125000000,FALSE,6.883634324939210,0.243145360107952,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1179325,Sr,Tetragonal,P4/mmm,123,1,0.39972050333333400,0.39972050333333400,FALSE,55.25348216121830,2.6332536398513900,0.0,FALSE,TRUE,NM,0.0020406
TRUE,mp-1180991,K,Tetragonal,P4/mmm,123,5,0.118525908249999,0.118525908249999,FALSE,429.60645839273800,0.7556247505047310,0.0,FALSE,TRUE,NM,0.1908127
TRUE,mp-1182332,As,Tetragonal,P4/mmm,123,2,1.090449800000000,1.090449800000000,FALSE,258.65185324450500,0.9619899658292640,0.0,FALSE,TRUE,NM,0.3295625
TRUE,mp-1227541,Ca,Tetragonal,P4/mmm,123,1,0.9729114900000010,0.9729114900000010,FALSE,292.3682938336180,0.22762757150769500,0.0,FALSE,TRUE,NM,0.0005871
FALSE,mp-1977763,Ba,Tetragonal,P4/mmm,123,1,0.35921323999999900,0.35921323999999900,FALSE,57.678482980244500,3.953586096865330,0.0,FALSE,TRUE,NM,0.0017833999999990000
FALSE,mp-1076923,Ta,Tetragonal,P4/mbm,127,4,5.146382562500000,5.146382562500000,FALSE,1225.9721677201700,0.9803518600824570,0.0,FALSE,TRUE,FM,5.2043816
FALSE,mp-1064244,Sc,Tetragonal,P4/nmm,129,4,0.11248714000000000,0.11248714000000000,FALSE,101.01365804384300,2.956077409580830,0.0,FALSE,TRUE,NM,0.0881651
FALSE,mp-7098,Np,Tetragonal,P4/nmm,129,4,0.09617646374999800,0.09617646374999800,FALSE,72.44647034556090,21.729023203312700,0.0,FALSE,TRUE,NM,7E-07
FALSE,mp-723897,P,Tetragonal,P4/nmm,129,4,3.518999916666670,3.518999916666670,FALSE,626.3360000000000,0.328469970370986,2.1942,FALSE,FALSE,FM,11.999938
TRUE,mp-1180036,O2,Monoclinic,P2/c,13,4,0.029974092499999,0.029974092499999,FALSE,43.56151780090040,2.43955032637645,0.46429999999999900,FALSE,FALSE,NM,0.0003003
FALSE,mp-1190217,Mo,Monoclinic,P2/c,13,16,0.47885933499999900,0.47885933499999900,FALSE,277.87163112452800,9.173278605225210,0.0,FALSE,TRUE,NM,0.0005094
FALSE,mp-568348,P,Monoclinic,P2/c,13,84,0.0,0.0,TRUE,1935.1232668474000,2.2326143190074200,1.8454000000000000,FALSE,FALSE,NM,0.0
FALSE,mp-729184,B,Monoclinic,P2/c,13,40,1.498615078583330,1.498615078583330,FALSE,688.8523162487110,1.042434636601030,0.5081,FALSE,FALSE,NM,0.0007432
FALSE,mp-96,S,Monoclinic,P2/c,13,32,0.0019097006250010000,0.0019097006250010000,FALSE,899.2042490263100,1.894837493597160,2.748,FALSE,FALSE,NM,0.0
FALSE,mp-22046,B,Tetragonal,P4_2/nnm,134,50,0.09513511709999900,0.09513511709999900,FALSE,385.31959825428500,2.3295061982761400,0.0,FALSE,TRUE,NM,2E-07
FALSE,mp-570316,B,Tetragonal,P4_2/nnm,134,48,0.15526669916666600,0.15526669916666600,FALSE,369.7995254938410,2.33018205094197,0.0,FALSE,TRUE,NM,1.6E-06
FALSE,mp-570602,B,Tetragonal,P4_2/nnm,134,50,0.22346854563333300,0.22346854563333400,FALSE,374.02207560955300,2.399870090522820,0.0,FALSE,TRUE,FM,4.1E-06
FALSE,mp-672241,Cs,Tetragonal,P4_2/mbc,135,8,0.018231601250001000,0.018231601250001000,FALSE,990.2966648448790,1.7828572215066200,0.0,FALSE,TRUE,NM,0.1240621
TRUE,mp-1008501,Be,Tetragonal,P4_2/mnm,136,4,0.050546004999999000,0.050546004999999000,FALSE,32.02601197075170,1.869115680088610,0.0,FALSE,TRUE,NM,5.7E-06
FALSE,mp-1064933,S,Tetragonal,P4_2/mnm,136,4,0.349663774375,0.349663774375,FALSE,95.09647597017520,2.239628109341430,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1192789,Cr,Tetragonal,P4_2/mnm,136,28,0.26357824500000100,0.26357824500000300,FALSE,336.9481722982690,7.174882515651360,0.0,FALSE,TRUE,NM,0.0587592
TRUE,mp-1193227,Co,Tetragonal,P4_2/mnm,136,28,0.11920180928571400,0.11920180928571400,FALSE,312.4360523107800,8.7701288408035,0.0,FALSE,TRUE,FM,51.3479963
TRUE,mp-1194030,Fe,Tetragonal,P4_2/mnm,136,28,0.175288720000001,0.17528872,FALSE,339.7378821106230,7.642711200614060,0.0,FALSE,TRUE,FM,66.5546786
FALSE,mp-569794,Ta,Tetragonal,P4_2/mnm,136,30,0.0,0.0,TRUE,554.3708437019320,16.260109663343100,0.0,FALSE,TRUE,NM,3.3E-06
FALSE,mp-570747,N2,Tetragonal,P4_2/mnm,136,4,0.002401956249999,0.002401956249999,FALSE,89.16749243446360,1.043370040320060,6.739,FALSE,FALSE,NM,0.0
TRUE,mp-697196,Ta,Tetragonal,P4_2/mnm,136,22,1.211237520000010,1.211237520000010,FALSE,527.1351609664410,12.540166189192400,0.0,FALSE,TRUE,NM,0.2761434
FALSE,mp-93,U,Tetragonal,P4_2/mnm,136,30,0.09751105433332400,0.09751105433333500,FALSE,608.672028769371,19.481245335079100,0.0,FALSE,TRUE,FM,14.7854597
TRUE,mp-1204046,Si,Tetragonal,P4_2/nmc,137,106,0.178885465377357,0.178885465377357,FALSE,2445.0737122623700,2.021832466823780,0.15080000000000000,FALSE,FALSE,NM,0.0
FALSE,mp-570778,Cl2,Tetragonal,P4_2/ncm,138,16,0.07299328437499900,0.07299328437499900,FALSE,1027.0432913796200,0.917135112372348,2.6476,FALSE,FALSE,NM,0.0
TRUE,mp-1008395,C,Tetragonal,I4/mmm,139,4,0.335081674999999,0.335081674999999,FALSE,23.652961076240100,3.372810110823220,2.243400000000000,FALSE,FALSE,NM,0.0
TRUE,mp-1010048,Br,Tetragonal,I4/mmm,139,1,0.20109457500000000,0.20109457500000000,FALSE,28.996903544770100,4.575789044949160,0.0,FALSE,TRUE,NM,1E-07
TRUE,mp-1010136,Cu,Tetragonal,I4/mmm,139,1,0.03556281,0.03556281,FALSE,11.467885837555200,9.201400940058460,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-1055994,In,Tetragonal,I4/mmm,139,1,0.004489730000003,0.004489730000003,FALSE,26.484932144895400,7.198801699993250,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-1056351,Mg,Tetragonal,I4/mmm,139,1,0.037615175,0.037615175,FALSE,22.644178710566400,1.782330131270340,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-1056366,Sc,Tetragonal,I4/mmm,139,1,0.10778921500000000,0.10778921500000000,FALSE,25.253414510960700,2.956077409580830,0.0,FALSE,TRUE,NM,0.002718399999999
FALSE,mp-1056579,Si,Tetragonal,I4/mmm,139,1,0.48407213000000100,0.48407213000000100,FALSE,13.978871817111200,3.336254210293770,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-10631,Sb,Tetragonal,I4/mmm,139,1,0.30193994,0.30193994,FALSE,26.96186352719070,7.499008239742520,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1095534,C,Tetragonal,I4/mmm,139,12,1.123357330833330,1.123357330833330,FALSE,124.72108814297600,1.918928405533080,0.371799999999999,FALSE,FALSE,NM,0.0
TRUE,mp-1095633,C,Tetragonal,I4/mmm,139,12,0.998754169166666,0.998754169166666,FALSE,143.39979768854400,1.668976125938230,2.5933,FALSE,FALSE,NM,0.0
FALSE,mp-1179832,Rb,Tetragonal,I4/mmm,139,8,0.452524276249999,0.452524276249999,FALSE,4410.570478838110,0.257422701244293,0.11029999999999900,TRUE,FALSE,NM,0.0173883
TRUE,mp-1181996,C,Tetragonal,I4/mmm,139,2,2.636820752500000,2.636820752500000,FALSE,17.15336182787520,2.32540265486642,0.0,FALSE,TRUE,NM,1E-07
TRUE,mp-1183455,Ca,Tetragonal,I4/mmm,139,2,0.013071680000001000,0.013071680000001000,FALSE,86.19875997738620,1.5441309069563000,0.0,FALSE,TRUE,NM,0.3344764
TRUE,mp-1183694,Cs,Tetragonal,I4/mmm,139,1,0.010381079999998,0.010381079999998,FALSE,123.94828114669800,1.780538568202300,0.0,FALSE,TRUE,NM,5E-07
TRUE,mp-1205417,C,Tetragonal,I4/mmm,139,20,1.168639082,1.168639082000000,FALSE,456.3630321976750,0.8740513652549190,4.1977,FALSE,FALSE,NM,1.9E-06
TRUE,mp-1238842,As,Tetragonal,I4/mmm,139,3,0.411891148333333,0.411891148333334,FALSE,67.50334330336350,5.529070308698900,0.0,FALSE,TRUE,NM,0.0001561
TRUE,mp-1239196,Al,Tetragonal,I4/mmm,139,4,0.302125532499999,0.302125532499999,FALSE,94.04193239433090,1.905698778472860,0.0,FALSE,TRUE,NM,2E-07
TRUE,mp-1271068,Fe,Tetragonal,I4/mmm,139,4,0.017069855000000000,0.017069855000000000,FALSE,45.74104301350540,8.109373819647870,0.0,FALSE,TRUE,FM,8.8097568
TRUE,mp-1271128,Fe,Tetragonal,I4/mmm,139,2,0.099134600000001,0.099134600000001,FALSE,21.773955848819700,8.517772775708460,0.0,FALSE,TRUE,AFM,0.0002904
FALSE,mp-140,Ga,Tetragonal,I4/mmm,139,1,0.12798925999999900,0.12798925999999900,FALSE,17.718394913398300,6.5343258182491000,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-166,Ca,Tetragonal,I4/mmm,139,1,0.02121779,0.02121779,FALSE,42.286603496274400,1.573810124453670,0.0,FALSE,TRUE,NM,0.0002139
FALSE,mp-55,Sn,Tetragonal,I4/mmm,139,1,0.22838304,0.22838304,FALSE,27.353445542118400,7.206499535590870,0.0,FALSE,TRUE,NM,0.0
FALSE,mp-568714,Bi,Tetragonal,I4/mmm,139,1,1.166589020000000,1.166589020000000,FALSE,103.72248764857700,3.345659424689430,0.0,FALSE,TRUE,NM,0.000103299999999
FALSE,mp-568938,Pr,Tetragonal,I4/mmm,139,1,0.11243127833333500,0.11243127833333500,FALSE,36.32870964091480,6.440709288068940,0.0,FALSE,TRUE,NM,0.0024903
FALSE,mp-569289,Hg,Tetragonal,I4/mmm,139,1,0.007561465000001000,0.007561465000001000,FALSE,30.880879042713800,10.7862062769837,0.0,FALSE,TRUE,NM,3.1E-06
FALSE,mp-601148,I,Tetragonal,I4/mmm,139,1,0.119380204999999,0.119380204999999,FALSE,44.6297471237438,4.721734801160360,0.0,FALSE,TRUE,NM,3.76E-05
FALSE,mp-62,Pa,Tetragonal,I4/mmm,139,1,0.0,0.0,TRUE,24.46037090317390,15.684312639614500,0.0,FALSE,TRUE,NM,1.51E-05
FALSE,mp-623511,Sn,Tetragonal,I4/mmm,139,1,0.061407004999999,0.061407004999999,FALSE,28.673227952384200,6.87479599169771,0.0,FALSE,TRUE,NM,0.0007172999999990000
TRUE,mp-632172,H2,Tetragonal,I4/mmm,139,2,,,FALSE,31.263185576190400,0.10707314152038800,9.328900000000000,FALSE,FALSE,NM,0.0001991
FALSE,mp-632291,H2,Tetragonal,I4/mmm,139,2,,,FALSE,23.559554811080500,0.14208449694487600,8.8499,FALSE,FALSE,NM,0.0
FALSE,mp-639755,Rb,Tetragonal,I4/mmm,139,1,0.007387402500000000,0.007387402500000000,FALSE,95.35172383207300,1.488411694436690,0.0,FALSE,TRUE,NM,2.91E-05
TRUE,mp-850274,H2,Tetragonal,I4/mmm,139,2,0.0017543562500000000,0.0017543562500000000,FALSE,34.55693570469040,0.096867601982523,8.5338,FALSE,FALSE,NM,0.0
TRUE,mp-974920,Na,Tetragonal,I4/mmm,139,1,0.012510683448275,0.012510683448275,FALSE,37.05414937154720,1.030260056404760,0.0,FALSE,TRUE,NM,0.0070025
TRUE,mp-975519,Rb,Tetragonal,I4/mmm,139,1,0.016627212499999000,0.016627212499999000,FALSE,95.68113921348970,1.4832873229037200,0.0,FALSE,TRUE,NM,2.65E-05
TRUE,mp-999200,Si,Tetragonal,I4/mmm,139,4,0.11663319999999900,0.11663319999999900,FALSE,85.03542034009840,2.193771478683580,0.439799999999999,FALSE,FALSE,NM,0.0
TRUE,mp-1065250,S,Monoclinic,P2_1/c,14,4,0.347627704375,0.347627704375,FALSE,134.76762632015100,1.5803553605386200,0.0097,FALSE,FALSE,NM,0.00012749999999900000
FALSE,mp-1077098,Hg,Monoclinic,P2_1/c,14,6,0.017943575000003,0.017943575000003,FALSE,225.6113573581820,8.858264989926420,1.0394,FALSE,FALSE,NM,0.0003742
FALSE,mp-1080694,Os,Monoclinic,P2_1/c,14,8,0.23444609375000100,0.23444609375000100,FALSE,117.2557296017650,21.551823366732200,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1094073,S,Monoclinic,P2_1/c,14,4,0.5708694668750000,0.5708694668750000,FALSE,116.54764629430700,1.827413486706510,0.0,FALSE,TRUE,NM,0.0
TRUE,mp-1179643,S,Monoclinic,P2_1/c,14,4,0.34840703437500000,0.34840703437500000,FALSE,157.41454155871700,1.3529927957937200,0.0,FALSE,TRUE,NM,0.0127636
TRUE,mp-1179962,Pu,Monoclinic,P2_1/c,14,8,0.00013866874999700000,0.00013866874999700000,FALSE,151.66852944293700,21.371422732906000,0.0,FALSE,TRUE,NM,0.0008874999999990000
TRUE,mp-1180157,Os,Monoclinic,P2_1/c,14,8,3.9035489425000000,3.9035489425000000,FALSE,725.979187719575,3.480919034404440,0.0,FALSE,TRUE,FM,2.6228361
FALSE,mp-542461,Se,Monoclinic,P2_1/c,14,32,0.0035756384374990000,0.0035756384374990000,FALSE,1051.2788776342100,3.991060183575240,1.5703,FALSE,FALSE,NM,0.0
